quarter,GDP_YoY_Growth,CPI_YoY_Inflation,SORA,Exp_Economic_Development_QoQ_pct,Exp_Social_Development_QoQ_pct,Exp_Security_QoQ_pct,SORA_lag1,SORA_lag2,CPI_YoY_Inflation_lag1,CPI_YoY_Inflation_lag2
2006-12-31,8.5,0.5934035143897676,3.2666984126984127,62.06739526411658,31.322012266458678,57.87877680757008,3.2317828125,3.116851612903226,0.7312789076615589,1.1838909704863898
2007-03-31,8.6,-0.1238666452700099,2.8695967213114755,-31.30092722674909,-44.50623616435397,-55.38379654270707,3.2666984126984127,3.2317828125,0.5934035143897676,0.7312789076615589
2007-06-30,10.0,1.1429802671797606,2.213724193548387,5.807770961145198,17.517999610819214,14.216804979253105,2.8695967213114755,3.2666984126984127,-0.1238666452700099,0.5934035143897676
2007-09-30,11.0,3.145703636345476,2.26250625,-0.46385775028990883,16.75290805977565,29.744334952999417,2.213724193548387,2.8695967213114755,1.1429802671797606,-0.1238666452700099
2007-12-31,6.6,4.2536682417309235,1.6161857142857143,36.466019417475714,48.252020989930514,89.43684155262328,2.26250625,2.213724193548387,3.145703636345476,1.1429802671797606
2008-03-31,8.2,6.645879464352955,1.075383606557377,-33.86454183266932,-52.672613780403225,-61.04685536915231,1.6161857142857143,2.26250625,4.2536682417309235,3.145703636345476
2008-06-30,3.3,7.559686297046797,0.4908412698412698,129.90533562822714,53.428672494820326,36.062230232889036,1.075383606557377,1.6161857142857143,6.645879464352955,4.2536682417309235
2008-09-30,-0.1,6.594103912963445,0.688039393939394,-40.50159086655437,11.056583887754435,11.510841525482828,0.4908412698412698,1.075383606557377,7.559686297046797,6.645879464352955
2008-12-31,-3.4,5.776185341742934,0.4406241935483871,69.61308587606167,32.65517957234793,57.67162686007252,0.688039393939394,0.4908412698412698,6.594103912963445,7.559686297046797
2009-03-31,-7.7,3.3470340918186237,0.20236229508196724,-34.310089020771514,-42.383188016990836,-57.69093504639543,0.4406241935483871,0.688039393939394,5.776185341742934,6.594103912963445
2009-06-30,-1.2,0.17364789549805248,0.1250190476190476,51.94805194805197,13.991929225516087,37.95866722901729,0.20236229508196724,0.4406241935483871,3.3470340918186237,5.776185341742934
2009-09-30,2.8,-0.3190111563018405,0.20325625,-34.02081010776663,18.350466335352976,16.40001358741805,0.1250190476190476,0.20236229508196724,0.17364789549805248,3.3470340918186237
2009-12-31,6.8,-0.7446698149376041,0.21233125,89.0735004224162,54.396157496620546,46.43826421921966,0.20325625,0.1250190476190476,-0.3190111563018405,0.17364789549805248
2010-03-31,16.3,0.9234371725602264,0.12434590163934425,-56.9854036341972,-53.295331768563024,-53.73056994818653,0.21233125,0.20325625,-0.7446698149376041,-0.3190111563018405
2010-06-30,18.6,3.058170063867083,0.1070031746031746,23.753462603878095,49.80855137204851,26.17365836850718,0.12434590163934425,0.21233125,0.9234371725602264,-0.7446698149376041
2010-09-30,10.3,3.361248763408753,0.111946875,7.974258533855627,5.9345047923322625,37.96552312681345,0.1070031746031746,0.12434590163934425,3.058170063867083,0.9234371725602264
2010-12-31,13.3,3.97213461905499,0.076753125,64.36900751490022,56.24921460705219,14.476581636440123,0.111946875,0.1070031746031746,3.361248763408753,3.058170063867083
2011-03-31,9.2,5.182523596935895,0.05320645161290322,-51.7736087025067,-45.70210712562329,-45.113253220368286,0.076753125,0.111946875,3.97213461905499,3.361248763408753
2011-06-30,2.9,4.727975229103998,0.060482258064516126,30.532853873814993,33.32049648961697,16.467808623744816,0.05320645161290322,0.076753125,5.182523596935895,3.97213461905499
2011-09-30,7.8,5.543254853876478,0.04749375,6.76183320811421,-9.810021108765687,21.841295601311828,0.060482258064516126,0.05320645161290322,4.727975229103998,5.182523596935895
2011-12-31,5.3,5.540671069366554,0.056079032258064515,27.39854562514661,50.80561714708056,38.38832311235676,0.04749375,0.060482258064516126,5.543254853876478,4.727975229103998
2012-03-31,4.8,4.889834945539762,0.046862903225806454,-30.93352973669674,-49.614454682088486,-52.120470814701925,0.056079032258064515,0.04749375,5.540671069366554,5.543254853876478
2012-06-30,6.2,5.2634718038946815,0.04661746031746032,6.55825113303119,44.27728422281305,22.12496859033419,0.046862903225806454,0.056079032258064515,4.889834945539762,5.540671069366554
2012-09-30,2.0,4.20069036415458,0.0742952380952381,27.37052789592196,-1.9304238392736872,15.030348753472111,0.04661746031746032,0.046862903225806454,5.2634718038946815,4.889834945539762
2012-12-31,4.7,3.9958422369096525,0.05891428571428571,15.065802396385774,51.185865853938004,79.44788933937514,0.0742952380952381,0.04661746031746032,4.20069036415458,5.2634718038946815
2013-03-31,3.4,3.9982324637491518,0.04583333333333333,-43.82041652441105,-49.668061113132055,-51.25427783500016,0.05891428571428571,0.0742952380952381,3.9958422369096525,4.20069036415458
2013-06-30,4.6,1.628987478044075,0.04651269841269841,55.05925250683683,41.82853012918963,24.74268965987323,0.04583333333333333,0.05891428571428571,3.9982324637491518,3.9958422369096525
2013-09-30,6.1,1.8400134752512232,0.040007812499999997,-11.013129531648048,16.820604284773964,18.13288891317415,0.04651269841269841,0.04583333333333333,1.628987478044075,3.9982324637491518
2013-12-31,5.1,2.018516674962645,0.0642625,61.57234089407619,34.69710463658009,-0.20583269733341902,0.040007812499999997,0.04651269841269841,1.8400134752512232,1.628987478044075
2014-03-31,4.3,0.999685262412453,0.055617741935483876,-50.143110263050296,-52.553670944149836,-17.40672074159907,0.0642625,0.040007812499999997,2.018516674962645,1.8400134752512232
2014-06-30,3.3,2.161195646546754,0.06964838709677419,47.676325861126315,52.36903475342702,-3.6504952439742944,0.055617741935483876,0.0642625,0.999685262412453,2.018516674962645
2014-09-30,3.7,1.0215252782219242,0.07675846153846154,7.700851536467956,10.95266537255486,29.940590599336005,0.06964838709677419,0.055617741935483876,2.161195646546754,0.999685262412453
2014-12-31,4.5,-0.027713373459159474,0.11634920634920635,26.503953248539027,31.108269968373612,8.254331114547607,0.07675846153846154,0.06964838709677419,1.0215252782219242,2.161195646546754
2015-03-31,3.0,-0.32019195936444644,0.22178524590163934,-56.65760869565217,-50.4542188462328,-26.727671732019374,0.11634920634920635,0.07675846153846154,-0.027713373459159474,1.0215252782219242
2015-06-30,3.1,-0.41553298146864703,0.23769354838709678,98.36990595611283,55.360749987051335,17.39658679927667,0.22178524590163934,0.11634920634920635,-0.32019195936444644,-0.027713373459159474
2015-09-30,3.7,-0.6244932327075681,0.22563770491803278,-0.3950695322376685,8.249570768948677,13.851115550314086,0.23769354838709678,0.22178524590163934,-0.41553298146864703,-0.32019195936444644
2015-12-31,2.2,-0.7281657641055261,0.321734375,66.53974297953357,52.50692947336002,7.20023676644681,0.22563770491803278,0.23769354838709678,-0.6244932327075681,-0.41553298146864703
2016-03-31,3.5,-0.8409567837310727,0.2988737704918033,-48.41383252357817,-48.262283164038045,-23.573259712088344,0.321734375,0.22563770491803278,-0.7281657641055261,-0.6244932327075681
2016-06-30,3.4,-0.9190831089121221,0.2188203125,41.80978762696215,25.02146760343482,1.4655795231706126,0.2988737704918033,0.321734375,-0.8409567837310727,-0.7281657641055261
2016-09-30,3.5,-0.38285620140746657,0.14301746031746032,-29.378825367886453,9.191239599756473,27.464144034177586,0.2188203125,0.2988737704918033,-0.9190831089121221,-0.8409567837310727
2016-12-31,5.2,0.02713778917478038,0.135696875,111.32214641342432,48.887046276572946,10.761311946372999,0.14301746031746032,0.2188203125,-0.38285620140746657,-0.9190831089121221
2017-03-31,4.6,0.6270024867289115,0.24204285714285714,-30.16579406631763,-43.43463440395602,-31.15205879174322,0.135696875,0.14301746031746032,0.02713778917478038,-0.38285620140746657
2017-06-30,3.5,0.7743240467122936,0.4667704918032787,6.8099462701487035,11.566796808691215,10.211129424691933,0.24204285714285714,0.135696875,0.6270024867289115,0.02713778917478038
2017-09-30,5.0,0.4465445953928171,0.713084126984127,-4.492278895648106,20.012476416529744,16.08270426814793,0.4667704918032787,0.24204285714285714,0.7743240467122936,0.6270024867289115
2017-12-31,4.2,0.46003766804154633,0.8200730158730158,35.105340519353256,33.09583275225987,24.504611357640925,0.713084126984127,0.4667704918032787,0.4465445953928171,0.7743240467122936
2018-03-31,4.4,0.24242376771181906,0.6587725806451613,-17.398005439709884,-46.18696538454212,-43.03265225675054,0.8200730158730158,0.713084126984127,0.46003766804154633,0.4465445953928171
2018-06-30,4.5,0.32655909425911567,0.8747516129032258,1.141477335089447,28.866782313165995,21.47387844539268,0.6587725806451613,0.8200730158730158,0.24242376771181906,0.46003766804154633
2018-09-30,2.8,0.6993774599739488,1.2011492063492062,14.910472056429747,10.679651657921486,16.35811259849995,0.8747516129032258,0.6587725806451613,0.32655909425911567,0.24242376771181906
2018-12-31,1.1,0.48689417096874354,1.4195375,24.242138067806195,29.230425555679673,46.66081919060052,1.2011492063492062,0.8747516129032258,0.6993774599739488,0.32655909425911567
2019-03-31,1.3,0.49891192661266626,1.5116655737704918,-32.053815749467915,-46.73677134351292,-56.138472023254835,1.4195375,1.2011492063492062,0.48689417096874354,0.6993774599739488
2019-06-30,1.1,0.7846293915605651,1.6862,12.037140619756137,32.72451904873519,33.75824454591579,1.5116655737704918,1.4195375,0.49891192661266626,0.48689417096874354
2019-09-30,0.6,0.35465686656181994,1.5162265625,2.1367948077883225,15.41847228071127,21.66801005168082,1.6862,1.5116655737704918,0.7846293915605651,0.49891192661266626
2019-12-31,1.6,0.6337125741505911,1.230065625,53.475413041353036,25.273354283629356,42.30739254121041,1.5162265625,1.6862,0.35465686656181994,0.7846293915605651
2020-03-31,1.4,0.37242355209654576,0.841168253968254,94.19708261672717,-27.944492464955463,-48.580817416307255,1.230065625,1.5162265625,0.6337125741505911,0.35465686656181994
2020-06-30,-11.7,-0.6998158379373898,0.13565737704918032,-25.866762882540094,22.601801989751348,5.1499174522021685,0.841168253968254,1.230065625,0.37242355209654576,0.6337125741505911
2020-09-30,-3.9,-0.26146427754005774,0.09216825396825397,-21.737976195743546,3.7840194837652996,31.315842787682314,0.13565737704918032,0.841168253968254,-0.6998158379373898,0.37242355209654576
2020-12-31,-0.1,-0.09830938815950097,0.13586,85.09158751696066,43.69114105651484,26.271840166621672,0.09216825396825397,0.13565737704918032,-0.26146427754005774,-0.6998158379373898
2021-03-31,4.9,0.7699696350003116,0.17967258064516128,-54.839793518433666,-43.250297744275116,-37.76135131420193,0.13586,0.09216825396825397,-0.09830938815950097,-0.26146427754005774
2021-06-30,18.9,2.3028267999375407,0.12536129032258064,35.83361515049035,29.776939993716624,18.381919905771515,0.17967258064516128,0.13586,0.7699696350003116,-0.09830938815950097
2021-09-30,9.7,2.498201124054389,0.12375625,16.50151869740577,-2.2717149220490063,17.35381298841283,0.12536129032258064,0.17967258064516128,2.3028267999375407,0.7699696350003116
2021-12-31,8.0,3.6944915812392676,0.1857523076923077,107.27871094584778,47.79140739566407,28.455356354323058,0.12375625,0.12536129032258064,2.498201124054389,2.3028267999375407
2022-03-31,4.4,4.587208855407776,0.2624758064516129,-67.14435944491412,-45.12292416715273,-38.65795806118941,0.1857523076923077,0.12375625,3.6944915812392676,2.498201124054389
2022-06-30,5.0,5.9160057705959,0.7401147540983606,64.05798920547257,12.115621907566009,10.45257896034608,0.2624758064516129,0.1857523076923077,4.587208855407776,3.6944915812392676
2022-09-30,4.4,7.33660180322393,2.0091296875,-15.710952144141377,13.174239947695332,24.162844502171545,0.7401147540983606,0.2624758064516129,5.9160057705959,4.587208855407776
2022-12-31,2.4,6.654959835606222,2.955215873015873,111.54579286557139,82.53706913152318,34.76135992154299,2.0091296875,0.7401147540983606,7.33660180322393,5.9160057705959
2023-03-31,0.5,6.1580581739338225,3.5203193548387097,-76.87076289367545,-54.885722875996265,-46.60569820612031,2.955215873015873,2.0091296875,6.654959835606222,7.33660180322393
2023-06-30,0.6,5.1081187234027325,3.6188770491803277,10.147481680734627,48.763577266190424,22.05033846713007,3.5203193548387097,2.955215873015873,6.1580581739338225,6.654959835606222
2023-09-30,1.6,4.104121444379238,3.657346031746032,38.088421052631574,-3.5540255902417606,12.01585735822368,3.6188770491803277,3.5203193548387097,5.1081187234027325,6.1580581739338225
2023-12-31,3.1,4.027506288052352,3.6718142857142855,73.3687035004269,16.03728995876592,70.62058652488162,3.657346031746032,3.6188770491803277,4.104121444379238,5.1081187234027325
2024-03-31,4.3,3.235689163366473,3.659891935483871,-62.24629779450561,-16.401674227846673,-53.039303521346206,3.6718142857142855,3.657346031746032,4.027506288052352,4.104121444379238
2024-06-30,4.8,2.7576749687173274,3.60957868852459,18.99748439392528,-0.010920790665236435,32.3123820583539,3.659891935483871,3.6718142857142855,3.235689163366473,4.027506288052352
2024-09-30,7.0,2.1754264426717684,3.469592307692308,16.747572815533964,-0.33102011325256697,21.96693049134082,3.60957868852459,3.659891935483871,2.7576749687173274,3.235689163366473
2024-12-31,5.3,1.4170306338585625,3.0287484375,56.46167259070485,32.809865803493146,15.06534225980134,3.469592307692308,3.60957868852459,2.1754264426717684,2.7576749687173274
2025-03-31,4.5,0.9942357797457779,2.542981666666667,-38.812687526789546,-14.100472850750535,-34.579261823664076,3.0287484375,3.469592307692308,1.4170306338585625,2.1754264426717684
2025-06-30,5.4,0.8080363249360234,2.0409032258064514,7.201401050788081,-1.182955393493379,16.431948925419505,2.542981666666667,3.0287484375,0.9942357797457779,1.4170306338585625
2025-09-30,4.5,0.6158662842291163,1.4439575757575758,-9.28576096190289,-7.208871076283474,26.277361561130096,2.0409032258064514,2.542981666666667,0.8080363249360234,0.9942357797457779
2025-12-31,5.7,1.1940219213924408,1.1579390625000001,82.02708543437545,19.822396995898362,13.602693602693616,1.4439575757575758,2.0409032258064514,0.6158662842291163,0.8080363249360234
